,inputs,outputs,nb_plays-50-units-128-ensemble-1-predictions,nb_plays-50-units-128-ensemble-2-predictions,nb_plays-50-units-128-ensemble-3-predictions,nb_plays-50-units-128-ensemble-4-predictions,nb_plays-50-units-128-ensemble-5-predictions,nb_plays-50-units-128-ensemble-6-predictions,nb_plays-50-units-128-ensemble-7-predictions,nb_plays-50-units-128-ensemble-8-predictions,nb_plays-50-units-128-ensemble-9-predictions,nb_plays-50-units-128-ensemble-10-predictions,nb_plays-50-units-128-ensemble-11-predictions,nb_plays-50-units-128-ensemble-12-predictions,nb_plays-50-units-128-ensemble-13-predictions,nb_plays-50-units-128-ensemble-14-predictions,nb_plays-50-units-128-ensemble-15-predictions,nb_plays-50-units-128-ensemble-16-predictions,nb_plays-50-units-128-ensemble-17-predictions,nb_plays-50-units-128-ensemble-18-predictions,nb_plays-50-units-128-ensemble-19-predictions,nb_plays-50-units-128-ensemble-20-predictions,lower,higher,average
611,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
612,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
613,0.1,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
614,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
615,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
616,0.3,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
617,0.1,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
618,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
619,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
620,0.1,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
621,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
622,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
623,0.3,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
624,0.1,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
625,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
626,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
627,0.1,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
628,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
629,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
630,0.3,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
631,0.1,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
632,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
633,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
634,0.1,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
635,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
636,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
637,0.3,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
638,0.1,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
639,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
640,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
641,0.1,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
642,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
643,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
644,0.3,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
645,0.1,9.628,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
646,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
647,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
648,0.1,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
649,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
650,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
651,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
652,0.143,9.784,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
653,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
654,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
655,0.143,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
656,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
657,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
658,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
659,0.143,9.784,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
660,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
661,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
662,0.143,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
663,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
664,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
665,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
666,0.143,9.784,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
667,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
668,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
669,0.143,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
670,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
671,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
672,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
673,0.143,9.784,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
674,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
675,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
676,0.143,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
677,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
678,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
679,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
680,0.143,9.784,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
681,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
682,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
683,0.143,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
684,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
685,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
686,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
687,0.143,9.784,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
688,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
689,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
690,0.143,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
691,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
692,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
693,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
694,0.143,9.784,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
695,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
696,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
697,0.143,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
698,0.714,11.297,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
699,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
700,0.429,10.019,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
701,0.167,9.85,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
702,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
703,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
704,0.167,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
705,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
706,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
707,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
708,0.167,9.947,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
709,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
710,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
711,0.167,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
712,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
713,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
714,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
715,0.167,9.947,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
716,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
717,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
718,0.167,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
719,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
720,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
721,0.5,10.312,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
722,0.167,9.947,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
723,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
724,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
725,0.167,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
726,0.833,11.917,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
727,0,9.354,24.83,12.316,15.636,24.834,24.837,12.383,24.839,12.387,12.388,12.33,12.336,12.377,24.837,12.39,12.378,24.836,12.376,12.397,12.385,12.299,12.299,24.839,16.26955
