124,0,13,0,0,0,-13
125,13,0,0,0,13,0
126,4,0,0,2,2,0
127,0,50,14,0,0,-36
128,0,30,12,0,0,-18
129,0,10,0,0,0,-10
130,0,84,25,0,0,-59
131,0,9,7,0,0,-2
132,0,20,7,0,0,-13
133,2,0,0,0,2,0
134,57,0,0,24,33,0
135,21,0,0,6,15,0
136,34,0,0,12,22,0
137,0,1,0,0,0,-1
138,14,0,0,6,8,0
139,32,0,0,8,24,0
140,0,20,0,0,0,-20
141,0,13,2,0,0,-11
142,20,0,0,0,20,0
143,80,0,0,36,44,0
144,0,14,0,0,0,-14
145,0,6,2,0,0,-4
146,14,0,0,0,14,0
147,0,21,0,0,0,-21
148,79,0,0,32,47,0
149,41,0,0,22,19,0
150,0,25,6,0,0,-19
151,0,65,14,0,0,-51
152,0,32,10,0,0,-22
153,0,29,12,0,0,-17
154,49,0,0,6,43,0
155,0,26,0,0,0,-26
156,0,17,4,0,0,-13
157,0,36,16,0,0,-20
158,16,0,0,2,14,0
159,39,0,0,6,33,0
160,0,27,0,0,0,-27
161,0,23,6,0,0,-17
162,0,34,18,0,0,-16
163,0,67,38,0,0,-29
164,47,0,0,16,31,0
165,19,0,0,4,15,0
166,23,0,0,10,13,0
167,0,4,0,0,0,-4
168,0,16,0,0,0,-16
169,0,29,12,0,0,-17
170,92,0,0,24,68,0
171,0,5,0,0,0,-5
172,16,0,0,0,16,0
173,95,0,0,48,47,0
174,0,23,4,0,0,-19
175,62,0,0,24,38,0
176,174,0,0,121,53,0
177,0,13,6,0,0,-7
178,36,0,0,13,23,0
179,0,42,20,0,0,-22
180,0,22,10,0,0,-12
181,6,0,0,0,6,0
182,42,0,0,20,22,0
183,28,0,0,17,11,0
184,0,22,12,0,0,-10
185,14,0,0,6,8,0
186,78,0,0,27,51,0
187,0,65,36,0,0,-29
188,0,15,6,0,0,-9
189,0,29,14,0,0,-15
190,0,16,8,0,0,-8
191,35,0,0,12,23,0
192,0,3,0,0,0,-3
193,3,0,0,0,3,0
194,105,0,0,59,46,0
195,34,0,0,16,18,0
196,57,0,0,24,33,0
197,80,0,0,40,40,0
198,59,0,0,24,35,0
199,56,0,0,32,24,0
200,28,0,0,16,12,0
201,38,0,0,16,22,0
202,0,37,30,0,0,-7
203,0,83,70,0,0,-13
204,0,114,78,0,0,-36
205,1,0,0,0,1,0
206,2,0,0,0,2,0
207,0,134,106,0,0,-28
208,7,0,0,2,5,0
209,118,0,0,70,48,0
210,0,35,20,0,0,-15
211,20,0,0,12,8,0
212,90,0,0,66,24,0
213,0,137,90,0,0,-47
214,0,52,40,0,0,-12
215,0,11,0,0,0,-11
216,0,47,28,0,0,-19
217,0,123,90,0,0,-33
218,0,110,64,0,0,-46
219,40,0,0,2,38,0
220,4,0,0,2,2,0
221,55,0,0,20,35,0
222,0,8,0,0,0,-8
223,0,17,6,0,0,-11
224,0,30,6,0,0,-24
225,0,11,4,0,0,-7
226,5,0,0,0,5,0
227,8,0,0,0,8,0
228,26,0,0,6,20,0
229,0,30,4,0,0,-26
230,17,0,0,0,17,0
231,0,11,0,0,0,-11
232,34,0,0,6,28,0
233,9,0,0,4,5,0
234,74,0,0,36,38,0
235,0,38,12,0,0,-26
236,0,44,18,0,0,-26
237,20,0,0,2,18,0
238,10,0,0,4,6,0
239,0,1,0,0,0,-1
240,16,0,0,6,10,0
241,0,6,0,0,0,-6
242,43,0,0,18,25,0
243,0,10,4,0,0,-6
244,0,28,8,0,0,-20
245,0,21,8,0,0,-13
246,0,23,10,0,0,-13
247,33,0,0,8,25,0
248,0,25,6,0,0,-19
249,0,19,8,0,0,-11
250,38,0,0,8,30,0
251,0,8,0,0,0,-8
252,31,0,0,12,19,0
253,6,0,0,0,6,0
254,0,50,16,0,0,-34
255,0,17,4,0,0,-13
256,0,32,6,0,0,-26
257,10,0,0,0,10,0
258,29,0,0,6,23,0
259,0,11,0,0,0,-11
260,0,6,2,0,0,-4
261,0,13,2,0,0,-11
262,0,38,16,0,0,-22
263,0,56,32,0,0,-24
264,0,80,64,0,0,-16
265,0,45,32,0,0,-13
266,0,44,32,0,0,-12
267,25,0,0,6,19,0
268,0,1,0,0,0,-1
269,0,24,6,0,0,-18
270,25,0,0,6,19,0
271,21,0,0,6,15,0
272,0,20,2,0,0,-18
273,34,0,0,10,24,0
274,0,38,8,0,0,-30
275,0,71,44,0,0,-27
276,64,0,0,20,44,0
277,34,0,0,10,24,0
278,0,9,0,0,0,-9
279,0,11,0,0,0,-11
280,47,0,0,12,35,0
281,17,0,0,0,17,0
282,72,0,0,38,34,0
283,0,41,6,0,0,-35
284,0,9,0,0,0,-9
285,5,0,0,0,5,0
286,31,0,0,2,29,0
287,0,1,0,0,0,-1
288,0,8,0,0,0,-8
289,0,33,4,0,0,-29
290,0,33,12,0,0,-21
291,20,0,0,0,20,0
292,9,0,0,2,7,0
293,29,0,0,4,25,0
294,91,0,0,44,47,0
295,46,0,0,20,26,0
296,0,68,20,0,0,-48
297,0,37,10,0,0,-27
298,0,9,0,0,0,-9
299,25,0,0,0,25,0
300,89,0,0,30,59,0
301,64,0,0,48,16,0
302,0,38,12,0,0,-26
303,0,44,18,0,0,-26
304,0,28,12,0,0,-16
305,0,15,0,0,0,-15
306,0,54,22,0,0,-32
307,9,0,0,0,9,0
308,0,1,0,0,0,-1
309,0,41,16,0,0,-25
310,5,0,0,0,5,0
311,0,59,30,0,0,-29
312,20,0,0,2,18,0
313,0,5,0,0,0,-5
314,34,0,0,6,28,0
315,0,24,0,0,0,-24
316,24,0,0,0,24,0
317,0,45,6,0,0,-39
318,0,4,2,0,0,-2
319,5,0,0,0,5,0
320,0,32,20,0,0,-12
321,0,10,0,0,0,-10
322,0,117,80,0,0,-37
323,43,0,0,20,23,0
324,0,10,2,0,0,-8
325,0,13,4,0,0,-9
326,0,61,30,0,0,-31
327,78,0,0,30,48,0
328,30,0,0,12,18,0
329,0,7,0,0,0,-7
330,7,0,0,0,7,0
331,0,58,20,0,0,-38
332,12,0,0,4,8,0
333,46,0,0,16,30,0
334,0,20,2,0,0,-18
335,59,0,0,16,43,0
336,0,9,0,0,0,-9
337,55,0,0,16,39,0
338,0,26,0,0,0,-26
339,0,27,6,0,0,-21
340,0,7,2,0,0,-5
341,5,0,0,0,5,0
342,25,0,0,4,21,0
343,30,0,0,4,26,0
344,0,10,0,0,0,-10
345,0,6,0,0,0,-6
346,0,10,0,0,0,-10
347,0,27,6,0,0,-21
348,0,7,2,0,0,-5
349,0,52,22,0,0,-30
350,25,0,0,6,19,0
351,0,6,0,0,0,-6
352,27,0,0,6,21,0
353,0,41,12,0,0,-29
354,0,5,0,0,0,-5
355,12,0,0,2,10,0
356,13,0,0,4,9,0
357,21,0,0,6,15,0
358,38,0,0,12,26,0
359,0,15,0,0,0,-15
360,28,0,0,6,22,0
361,15,0,0,0,15,0
362,39,0,0,18,21,0
363,0,14,0,0,0,-14
364,5,0,0,0,5,0
365,3,0,0,0,3,0
366,67,0,0,40,27,0
367,0,20,2,0,0,-18
368,65,0,0,26,39,0
369,0,30,6,0,0,-24
370,26,0,0,6,20,0
371,51,0,0,24,27,0
372,319,0,0,256,63,0
373,330,0,0,317,13,0
374,0,129,110,0,0,-19
375,176,0,0,131,45,0
376,18,0,0,7,11,0
377,0,95,90,0,0,-5
378,0,112,100,0,0,-12
379,113,0,0,90,23,0
380,147,0,0,128,19,0
381,0,278,256,0,0,-22
382,0,33,28,0,0,-5
383,0,265,214,0,0,-51
384,1,0,0,0,1,0
385,0,161,128,0,0,-33
386,0,17,0,0,0,-17
387,2,0,0,0,2,0
388,56,0,0,12,44,0
389,21,0,0,8,13,0
390,46,0,0,22,24,0
391,49,0,0,30,19,0
392,49,0,0,38,11,0
393,0,25,12,0,0,-13
394,127,0,0,80,47,0
395,0,43,24,0,0,-19
396,40,0,0,20,20,0
397,599,0,0,530,69,0
398,0,544,530,0,0,-14
399,0,165,144,0,0,-21
400,0,31,16,0,0,-15
401,0,25,16,0,0,-9
402,45,0,0,20,25,0
403,0,29,12,0,0,-17
404,0,16,8,0,0,-8
405,0,65,46,0,0,-19
406,1,0,0,0,1,0
407,5,0,0,0,5,0
408,0,43,28,0,0,-15
409,12,0,0,0,12,0
410,40,0,0,16,24,0
411,30,0,0,14,16,0
412,0,59,20,0,0,-39
413,0,23,10,0,0,-13
414,4,0,0,0,4,0
415,13,0,0,2,11,0
416,0,11,0,0,0,-11
417,0,59,30,0,0,-29
418,31,0,0,4,27,0
419,0,12,0,0,0,-12
420,0,76,32,0,0,-44
421,4,0,0,0,4,0
422,0,25,14,0,0,-11
423,26,0,0,0,26,0
424,11,0,0,2,9,0
425,34,0,0,10,24,0
426,0,71,12,0,0,-59
427,0,17,14,0,0,-3
428,33,0,0,2,31,0
429,0,5,0,0,0,-5
430,71,0,0,18,53,0
431,0,16,2,0,0,-14
432,56,0,0,24,32,0
433,31,0,0,14,17,0
434,31,0,0,16,15,0
435,0,8,2,0,0,-6
436,66,0,0,40,26,0
437,55,0,0,44,11,0
438,0,15,8,0,0,-7
439,0,67,34,0,0,-33
440,23,0,0,8,15,0
441,59,0,0,34,25,0
442,0,113,56,0,0,-57
443,5,0,0,0,5,0
444,0,29,16,0,0,-13
445,19,0,0,6,13,0
446,0,19,4,0,0,-15
447,0,79,40,0,0,-39
448,0,33,20,0,0,-13
449,64,0,0,12,52,0
450,43,0,0,18,25,0
451,0,1,0,0,0,-1
452,0,22,6,0,0,-16
453,3,0,0,0,3,0
454,0,38,14,0,0,-24
455,0,37,10,0,0,-27
456,20,0,0,0,20,0
457,0,9,0,0,0,-9
458,28,0,0,6,22,0
459,0,5,0,0,0,-5
460,0,17,2,0,0,-15
461,0,8,2,0,0,-6
462,0,40,2,0,0,-38
463,10,0,0,0,10,0
464,17,0,0,0,17,0
465,18,0,0,4,14,0
466,26,0,0,8,18,0
467,0,6,0,0,0,-6
468,0,10,2,0,0,-8
469,0,7,2,0,0,-5
470,6,0,0,0,6,0
471,11,0,0,2,9,0
472,0,17,2,0,0,-15
473,6,0,0,0,6,0
474,36,0,0,12,24,0
475,0,3,0,0,0,-3
476,0,39,12,0,0,-27
477,0,13,0,0,0,-13
478,0,11,4,0,0,-7
479,10,0,0,0,10,0
480,0,10,0,0,0,-10
481,0,70,28,0,0,-42
482,0,52,28,0,0,-24
483,0,126,84,0,0,-42
484,4,0,0,0,4,0
485,0,2,0,0,0,-2
486,0,87,48,0,0,-39
487,18,0,0,6,12,0
488,41,0,0,18,23,0
489,55,0,0,18,37,0
490,0,20,0,0,0,-20
491,0,78,30,0,0,-48
492,0,57,36,0,0,-21
493,0,40,12,0,0,-28
494,0,32,12,0,0,-20
495,20,0,0,12,8,0
496,0,2,0,0,0,-2
497,2,0,0,0,2,0
498,0,30,18,0,0,-12
499,55,0,0,30,25,0
500,0,121,47,0,0,-74
501,18,0,0,12,6,0
502,0,44,22,0,0,-22
503,35,0,0,20,15,0
504,41,0,0,22,19,0
505,83,0,0,48,35,0
506,75,0,0,40,35,0
507,0,66,20,0,0,-46
508,0,8,4,0,0,-4
509,0,46,24,0,0,-22
510,37,0,0,12,25,0
511,57,0,0,30,27,0
512,59,0,0,30,29,0
513,111,0,0,48,63,0
514,83,0,0,54,29,0
515,122,0,0,84,38,0
516,0,17,6,0,0,-11
517,0,39,14,0,0,-25
518,14,0,0,2,12,0
519,0,4,0,0,0,-4
520,0,45,12,0,0,-33
521,0,26,12,0,0,-14
522,10,0,0,0,10,0
523,26,0,0,2,24,0
524,0,62,8,0,0,-54
525,0,27,8,0,0,-19
526,8,0,0,0,8,0
527,0,5,0,0,0,-5
528,2,0,0,0,2,0
529,0,2,0,0,0,-2
530,24,0,0,0,24,0
531,0,6,0,0,0,-6
532,0,4,0,0,0,-4
533,16,0,0,2,14,0
534,0,16,0,0,0,-16
535,28,0,0,2,26,0
536,36,0,0,12,24,0
537,18,0,0,4,14,0
538,23,0,0,10,13,0
539,87,0,0,56,31,0
540,73,0,0,64,9,0
541,0,19,8,0,0,-11
542,0,24,12,0,0,-12
543,2,0,0,0,2,0
544,0,7,0,0,0,-7
545,0,59,28,0,0,-31
546,0,18,8,0,0,-10
547,0,103,44,0,0,-59
548,14,0,0,0,14,0
549,55,0,0,12,43,0
550,10,0,0,4,6,0
551,35,0,0,14,21,0
552,0,27,6,0,0,-21
553,44,0,0,18,26,0
554,12,0,0,6,6,0
555,49,0,0,32,17,0
556,0,58,24,0,0,-34
557,8,0,0,0,8,0
558,0,8,0,0,0,-8
559,15,0,0,2,13,0
560,0,15,2,0,0,-13
561,0,61,32,0,0,-29
562,0,17,0,0,0,-17
563,8,0,0,0,8,0
564,6,0,0,0,6,0
565,16,0,0,4,12,0
566,68,0,0,32,36,0
567,0,81,30,0,0,-51
568,47,0,0,12,35,0
569,20,0,0,8,12,0
570,0,23,6,0,0,-17
571,0,5,0,0,0,-5
572,5,0,0,0,5,0
573,0,44,14,0,0,-30
574,0,62,22,0,0,-40
575,0,28,18,0,0,-10
576,0,14,0,0,0,-14
577,13,0,0,0,13,0
578,0,45,20,0,0,-25
579,0,76,48,0,0,-28
580,0,39,24,0,0,-15
581,0,110,82,0,0,-28
582,14,0,0,6,8,0
583,0,14,6,0,0,-8
584,14,0,0,6,8,0
585,0,55,34,0,0,-21
586,20,0,0,8,12,0
587,0,13,6,0,0,-7
588,0,145,124,0,0,-21
589,56,0,0,36,20,0
590,74,0,0,36,38,0
591,0,50,20,0,0,-30
592,114,0,0,58,56,0
593,40,0,0,20,20,0
594,0,4,0,0,0,-4
595,37,0,0,24,13,0
596,0,56,12,0,0,-44
597,0,22,12,0,0,-10
598,0,48,24,0,0,-24
599,0,45,24,0,0,-21
600,0,48,38,0,0,-10
601,0,95,54,0,0,-41
602,48,0,0,30,18,0
603,0,48,30,0,0,-18
604,0,21,10,0,0,-11
605,132,0,0,90,42,0
606,11,0,0,0,11,0
607,68,0,0,40,28,0
608,0,46,20,0,0,-26
609,83,0,0,44,39,0
610,111,0,0,60,51,0
611,19,0,0,14,5,0
612,17,0,0,0,17,0
613,40,0,0,28,12,0
614,86,0,0,56,30,0
615,49,0,0,28,21,0
616,0,18,6,0,0,-12
617,0,7,0,0,0,-7
618,25,0,0,6,19,0
619,44,0,0,30,14,0
620,0,1,0,0,0,-1
621,0,3,0,0,0,-3
622,185,0,0,160,25,0
623,84,0,0,64,20,0
624,71,0,0,64,7,0
625,161,0,0,150,11,0
626,211,0,0,192,19,0
627,0,117,110,0,0,-7
628,173,0,0,158,15,0
629,89,0,0,72,17,0
630,0,332,312,0,0,-20
631,0,251,218,0,0,-33
632,42,0,0,20,22,0
633,155,0,0,110,45,0
634,0,47,30,0,0,-17
635,0,49,34,0,0,-15
636,47,0,0,30,17,0
637,0,47,30,0,0,-17
638,0,11,8,0,0,-3
639,0,52,38,0,0,-14
640,22,0,0,12,10,0
641,0,46,32,0,0,-14
642,7,0,0,2,5,0
643,8,0,0,4,4,0
644,0,15,6,0,0,-9
645,0,65,32,0,0,-33
646,82,0,0,42,40,0
647,0,25,12,0,0,-13
648,33,0,0,18,15,0
649,0,81,42,0,0,-39
650,0,57,38,0,0,-19
651,0,127,96,0,0,-31
652,0,38,32,0,0,-6
653,1,0,0,0,1,0
654,14,0,0,0,14,0
655,5,0,0,0,5,0
656,0,8,0,0,0,-8
657,24,0,0,2,22,0
658,0,1,0,0,0,-1
659,0,8,0,0,0,-8
660,0,27,2,0,0,-25
661,0,22,0,0,0,-22
662,10,0,0,0,10,0
663,40,0,0,6,34,0
664,31,0,0,14,17,0
665,0,30,6,0,0,-24
666,0,18,6,0,0,-12
667,0,68,38,0,0,-30
668,37,0,0,2,35,0
669,20,0,0,4,16,0
670,0,36,2,0,0,-34
671,0,38,4,0,0,-34
672,0,76,56,0,0,-20
673,0,45,28,0,0,-17
674,0,44,28,0,0,-16
675,0,43,28,0,0,-15
676,0,42,28,0,0,-14
677,0,37,28,0,0,-9
678,0,42,28,0,0,-14
679,30,0,0,12,18,0
680,20,0,0,8,12,0
681,0,12,4,0,0,-8
682,7,0,0,2,5,0
683,12,0,0,6,6,0
684,15,0,0,6,9,0
685,0,29,8,0,0,-21
686,0,115,70,0,0,-45
687,15,0,0,6,9,0
688,63,0,0,36,27,0
689,0,37,12,0,0,-25
690,0,78,54,0,0,-24
691,0,40,24,0,0,-16
692,67,0,0,42,25,0
693,0,6,2,0,0,-4
694,0,48,28,0,0,-20
695,0,6,0,0,0,-6
696,0,42,36,0,0,-6
697,52,0,0,30,22,0
698,0,41,24,0,0,-17
699,0,75,40,0,0,-35
700,137,0,0,90,47,0
701,58,0,0,40,18,0
702,11,0,0,0,11,0
703,0,19,8,0,0,-11
704,52,0,0,32,20,0
705,0,72,30,0,0,-42
706,26,0,0,12,14,0
707,0,81,54,0,0,-27
708,0,11,0,0,0,-11
709,0,60,48,0,0,-12
710,0,62,34,0,0,-28
711,85,0,0,56,29,0
712,0,48,30,0,0,-18
713,0,37,26,0,0,-11
714,0,68,20,0,0,-48
715,0,57,17,0,0,-40
716,0,52,16,0,0,-36
717,102,0,0,90,12,0
718,0,146,102,0,0,-44
719,0,11,4,0,0,-7
720,62,0,0,56,6,0
721,0,71,56,0,0,-15
722,0,36,8,0,0,-28
723,149,0,0,130,19,0
724,231,0,0,182,49,0
725,165,0,0,122,43,0
726,36,0,0,32,4,0
727,55,0,0,32,23,0
728,105,0,0,64,41,0
729,38,0,0,32,6,0
730,0,51,6,0,0,-45
731,14,0,0,0,14,0
732,0,37,6,0,0,-31
733,24,0,0,0,24,0
734,26,0,0,6,20,0
735,84,0,0,54,30,0
736,221,0,0,166,55,0
737,0,3,0,0,0,-3
738,0,40,20,0,0,-20
739,0,13,0,0,0,-13
740,0,20,10,0,0,-10
741,0,46,26,0,0,-20
742,0,12,0,0,0,-12
743,0,33,16,0,0,-17
744,23,0,0,0,23,0
745,19,0,0,6,13,0
746,0,25,4,0,0,-21
747,0,17,2,0,0,-15
748,0,72,28,0,0,-44
749,33,0,0,2,31,0
750,12,0,0,2,10,0
751,0,20,0,0,0,-20
752,41,0,0,4,37,0
753,56,0,0,22,34,0
754,0,25,6,0,0,-19
755,16,0,0,2,14,0
756,0,6,0,0,0,-6
757,32,0,0,16,16,0
758,8,0,0,0,8,0
759,0,18,4,0,0,-14
760,0,57,16,0,0,-41
761,0,38,10,0,0,-28
762,40,0,0,2,38,0
763,0,11,0,0,0,-11
764,0,29,2,0,0,-27
765,36,0,0,2,34,0
766,0,9,0,0,0,-9
767,0,19,0,0,0,-19
768,28,0,0,0,28,0
769,0,28,0,0,0,-28
770,0,28,14,0,0,-14
771,50,0,0,6,44,0
772,0,23,0,0,0,-23
773,0,27,6,0,0,-21
774,26,0,0,0,26,0
775,20,0,0,4,16,0
776,0,14,0,0,0,-14
777,56,0,0,16,40,0
778,0,59,12,0,0,-47
779,52,0,0,8,44,0
780,29,0,0,14,15,0
781,0,25,6,0,0,-19
782,30,0,0,6,24,0
783,10,0,0,6,4,0
784,0,27,6,0,0,-21
785,0,78,24,0,0,-54
786,10,0,0,0,10,0
787,30,0,0,2,28,0
788,119,0,0,64,55,0
789,0,25,8,0,0,-17
790,0,68,28,0,0,-40
791,11,0,0,0,11,0
792,0,28,6,0,0,-22
793,0,15,0,0,0,-15
794,10,0,0,0,10,0
795,0,10,0,0,0,-10
796,5,0,0,0,5,0
797,0,59,22,0,0,-37
798,26,0,0,0,26,0
799,0,5,0,0,0,-5
800,10,0,0,2,8,0
801,0,5,0,0,0,-5
802,0,10,0,0,0,-10
803,0,6,0,0,0,-6
804,16,0,0,0,16,0
805,0,16,0,0,0,-16
806,0,56,30,0,0,-26
807,0,24,10,0,0,-14
808,12,0,0,0,12,0
809,9,0,0,2,7,0
810,29,0,0,4,25,0
811,73,0,0,24,49,0
812,0,17,2,0,0,-15
813,0,5,0,0,0,-5
814,0,8,2,0,0,-6
815,0,28,4,0,0,-24
816,0,30,12,0,0,-18
817,31,0,0,2,29,0
818,78,0,0,30,48,0
819,0,49,8,0,0,-41
820,31,0,0,4,27,0
821,0,1,0,0,0,-1
822,1,0,0,0,1,0
823,47,0,0,18,29,0
824,0,25,6,0,0,-19
825,0,41,10,0,0,-31
826,0,24,4,0,0,-20
827,0,32,10,0,0,-22
828,4,0,0,0,4,0
829,16,0,0,0,16,0
830,7,0,0,0,7,0
831,27,0,0,6,21,0
832,0,9,0,0,0,-9
833,0,11,0,0,0,-11
834,24,0,0,0,24,0
835,0,3,0,0,0,-3
836,26,0,0,10,16,0
837,0,30,4,0,0,-26
838,35,0,0,8,27,0
839,36,0,0,10,26,0
840,89,0,0,54,35,0
841,0,48,20,0,0,-28
842,1,0,0,0,1,0
843,2,0,0,0,2,0
844,12,0,0,2,10,0
845,0,27,6,0,0,-21
846,11,0,0,2,9,0
847,8,0,0,4,4,0
848,0,45,18,0,0,-27
849,19,0,0,4,15,0
850,0,28,10,0,0,-18
851,12,0,0,0,12,0
852,0,40,6,0,0,-34
853,33,0,0,6,27,0
854,0,48,14,0,0,-34
855,10,0,0,0,10,0
856,29,0,0,6,23,0
857,86,0,0,36,50,0
858,0,18,6,0,0,-12
859,25,0,0,12,13,0
860,39,0,0,28,11,0
861,0,21,8,0,0,-13
862,0,35,12,0,0,-23
863,4,0,0,0,4,0
864,0,82,36,0,0,-46
865,0,18,8,0,0,-10
866,0,29,8,0,0,-21
867,0,44,18,0,0,-26
868,20,0,0,0,20,0
869,0,6,0,0,0,-6
870,12,0,0,0,12,0
871,0,1,0,0,0,-1
872,0,9,0,0,0,-9
873,10,0,0,0,10,0
874,5,0,0,2,3,0
875,6,0,0,0,6,0
876,0,8,0,0,0,-8
877,21,0,0,4,17,0
878,7,0,0,0,7,0
879,0,36,2,0,0,-34
880,0,9,2,0,0,-7
881,0,46,22,0,0,-24
882,0,112,68,0,0,-44
883,72,0,0,20,52,0
884,45,0,0,10,35,0
885,0,4,0,0,0,-4
886,4,0,0,0,4,0
887,0,31,2,0,0,-29
888,0,6,0,0,0,-6
889,9,0,0,0,9,0
890,0,89,28,0,0,-61
891,0,38,24,0,0,-14
892,0,145,110,0,0,-35
893,0,101,90,0,0,-11
894,63,0,0,36,27,0
895,0,101,68,0,0,-33
896,47,0,0,30,17,0
897,80,0,0,42,38,0
898,0,19,6,0,0,-13
899,51,0,0,24,27,0
900,0,18,6,0,0,-12
901,0,133,84,0,0,-49
902,0,110,96,0,0,-14
903,45,0,0,30,15,0
904,0,340,316,0,0,-24
905,57,0,0,56,1,0
906,180,0,0,146,34,0
907,63,0,0,54,9,0
908,0,97,72,0,0,-25
909,44,0,0,30,14,0
910,0,23,20,0,0,-3
911,76,0,0,62,14,0
912,66,0,0,56,10,0
913,0,19,12,0,0,-7
914,4,0,0,2,2,0
915,56,0,0,38,18,0
916,87,0,0,62,25,0
917,0,47,20,0,0,-27
918,26,0,0,12,14,0
919,0,19,6,0,0,-13
920,119,0,0,78,41,0
921,0,40,12,0,0,-28
922,2,0,0,0,2,0
923,74,0,0,44,30,0
924,55,0,0,32,23,0
925,0,1,0,0,0,-1
926,58,0,0,32,26,0
927,87,0,0,64,23,0
928,35,0,0,32,3,0
929,25,0,0,16,9,0
930,0,16,2,0,0,-14
931,99,0,0,50,49,0
932,150,0,0,114,36,0
933,0,43,20,0,0,-23
934,38,0,0,16,22,0
935,0,57,20,0,0,-37
936,35,0,0,12,23,0
937,10,0,0,8,2,0
938,11,0,0,0,11,0
939,124,0,0,88,36,0
940,0,2,0,0,0,-2
941,66,0,0,56,10,0
942,0,65,36,0,0,-29
943,25,0,0,12,13,0
944,0,97,48,0,0,-49
945,0,93,58,0,0,-35
946,0,85,48,0,0,-37
947,13,0,0,0,13,0
948,26,0,0,6,20,0
949,0,22,2,0,0,-20
950,41,0,0,8,33,0
951,0,2,0,0,0,-2
952,23,0,0,8,15,0
953,88,0,0,52,36,0
954,0,21,8,0,0,-13
955,28,0,0,8,20,0
956,0,14,6,0,0,-8
957,97,0,0,64,33,0
958,30,0,0,24,6,0
959,40,0,0,24,16,0
960,141,0,0,108,33,0
961,0,43,30,0,0,-13
962,0,85,60,0,0,-25
963,0,135,88,0,0,-47
964,102,0,0,56,46,0
965,36,0,0,16,20,0
