81,5343,55,-0.002,665,694,sell
82,5409,4,-0.014,720,760,sell
83,5416,129,-0.015,724,767,sell
84,5547,-113,-0.143,853,898,buy
85,5426,-94,0.003,740,777,buy
86,5328,-82,0.016,646,679,buy
87,5238,72,0.027,564,589,sell
88,5310,21,0.003,636,661,sell
89,5334,85,2.08E-17,657,685,sell
90,5422,25,-0.014,742,773,sell
91,5453,30,-0.02,767,804,sell
92,5484,-46,-0.035,797,835,buy
93,5432,162,-0.011,751,783,sell
94,5596,-43,-0.162,913,947,buy
95,5546,-1,-0.004,870,897,buy
96,5541,-63,-0.003,869,892,buy
97,5474,104,0.002,806,825,sell
98,5579,106,-0.024,910,930,sell
99,5691,-87,-0.182,1016,1042,buy
100,5602,21,-0.002,929,953,sell
101,5623,23,-0.011,950,974,sell
102,5649,-15,-0.019,973,1000,buy
103,5632,56,-0.009,958,983,sell
104,5689,-38,-0.034,1014,1040,buy
105,5641,-3,-0.011,976,992,buy
106,5631,85,-0.008,973,982,sell
107,5728,22,-0.043,1058,1079,sell
108,5751,-99,-0.194,1080,1102,buy
109,5646,-162,-0.002,981,997,buy
110,5480,-84,0.012,819,831,buy
111,5378,-187,0.021,735,729,buy
112,5190,168,0.04,548,541,sell
113,5373,184,-0.007,716,724,sell
114,5563,143,-0.133,900,914,sell
115,5710,25,-0.185,1043,1061,sell
116,5735,-169,-0.192,1068,1086,buy
117,5563,-78,0.003,899,914,buy
118,5479,95,0.011,821,830,sell
119,5588,-39,-0.012,916,939,buy
120,5547,-184,2.08E-17,877,898,buy
121,5353,-59,0.023,693,704,buy
122,5292,121,0.029,634,643,sell
123,5426,-12,-0.003,755,777,buy
124,5411,-58,0.001,743,762,buy
125,5352,-90,0.014,685,703,buy
126,5257,-30,0.033,595,608,buy
127,5221,48,0.037,565,572,sell
128,5269,10,0.013,613,620,sell
129,5289,-144,0.008,623,640,buy
130,5134,-29,0.045,479,485,buy
131,5100,-19,0.049,450,451,buy
132,5068,-179,0.051,431,419,buy
133,4878,-7,0.072,252,229,buy
134,4869,-39,0.073,245,220,buy
135,4830,7,0.077,206,181,sell
136,4838,126,0.048,213,189,sell
137,4975,33,2.08E-17,339,326,sell
138,5013,44,-0.009,372,364,sell
139,5061,-4,-0.018,416,412,buy
140,5057,24,-0.013,412,408,sell
141,5082,52,-0.028,436,433,sell
142,5135,-68,-0.042,488,486,buy
143,5062,-36,-0.011,420,413,buy
144,5023,58,-0.002,384,374,sell
145,5081,159,-0.024,442,432,sell
146,5245,-39,-0.081,601,596,buy
147,5206,-11,-0.034,562,557,buy
148,5193,57,-0.025,551,544,sell
149,5252,-58,-0.072,608,603,buy
150,5193,182,-0.025,550,544,sell
151,5376,64,-0.119,732,727,sell
152,5440,-53,-0.136,796,791,buy
153,5375,-177,-0.002,743,726,buy
154,5191,-78,0.021,566,542,buy
155,5106,-56,0.034,488,457,buy
156,5046,166,0.042,432,397,sell
157,5227,-102,-0.005,598,578,buy
158,5123,-45,0.018,496,474,buy
159,5075,-70,0.03,451,426,buy
160,5002,-1,0.05,381,353,buy
161,4989,56,0.051,380,340,sell
162,5054,126,0.016,436,405,sell
163,5180,-97,-0.005,562,531,buy
164,5083,-64,0.017,465,434,buy
165,5019,-27,0.036,401,370,buy
166,4989,-113,0.051,374,340,buy
167,4874,122,0.071,261,225,sell
168,4996,34,0.001,383,347,sell
169,5038,43,-0.003,417,389,sell
170,5088,-8,-0.015,460,439,buy
171,5080,-52,-0.009,452,431,buy
172,5018,-64,0.002,400,369,buy
173,4950,269,0.014,336,301,sell
174,5223,1,-0.066,605,574,sell
175,5227,-12,-0.07,606,578,buy
176,5211,46,-0.041,594,562,sell
177,5261,135,-0.081,640,612,sell
178,5396,-60,-0.124,775,747,buy
179,5323,106,-0.002,715,674,sell
180,5430,212,-0.039,821,781,sell
181,5646,-28,-0.182,1033,997,buy
182,5615,73,-0.009,1005,966,sell
183,5690,-87,-0.039,1078,1041,buy
184,5589,-30,-0.006,991,940,buy
185,5557,23,-0.002,961,908,sell
186,5581,90,-0.012,984,932,sell
187,5683,38,-0.043,1074,1034,sell
188,5725,-39,-0.199,1112,1076,buy
189,5678,27,-0.008,1073,1029,sell
190,5706,159,-0.023,1100,1057,sell
191,5867,-114,-0.229,1259,1218,buy
192,5750,-35,-0.006,1145,1101,buy
193,5702,-34,-0.002,1110,1053,buy
194,5653,-1,0.001,1076,1004,buy
195,5635,-16,0.002,1075,986,buy
196,5604,83,0.004,1059,955,sell
197,5689,-13,-0.016,1142,1040,buy
198,5675,5,-0.006,1129,1026,sell
199,5681,154,-0.012,1134,1032,sell
200,5843,52,-0.22,1288,1194,sell
201,5896,104,-0.237,1340,1247,sell
202,6000,156,-0.261,1444,1351,sell
203,6158,100,-0.301,1600,1509,sell
204,6260,65,-0.333,1700,1611,sell
205,6330,37,-0.351,1765,1681,sell
206,6368,70,-0.365,1802,1719,sell
207,6439,-12,-0.392,1872,1790,buy
208,6426,-54,-0.044,1860,1777,buy
209,6372,-135,-0.04,1806,1723,buy
210,6236,3,-0.029,1671,1587,sell
211,6239,9,-0.04,1674,1590,sell
212,6250,-90,-0.052,1683,1601,buy
213,6149,17,-0.022,1593,1500,sell
214,6171,187,-0.039,1610,1522,sell
215,6358,-47,-0.361,1797,1709,buy
216,6303,33,-0.035,1750,1654,sell
217,6336,61,-0.07,1783,1687,sell
218,6398,-173,-0.377,1844,1749,buy
219,6224,-34,-0.028,1671,1575,buy
220,6187,-31,-0.025,1637,1538,buy
221,6149,-39,-0.022,1606,1500,buy
222,6102,-119,-0.018,1567,1453,buy
223,5983,-152,-0.011,1448,1334,buy
224,5826,139,4.86E-17,1296,1177,sell
225,5973,9,-0.044,1435,1324,sell
226,5982,129,-0.053,1444,1333,sell
227,6112,-29,-0.271,1573,1463,buy
228,6076,-27,-0.018,1544,1427,buy
229,6049,-66,-0.016,1517,1400,buy
230,5967,-13,-0.011,1451,1318,buy
231,5948,18,-0.009,1438,1299,sell
232,5966,25,-0.02,1456,1317,sell
233,5994,82,-0.029,1481,1345,sell
234,6080,-104,-0.254,1563,1431,buy
235,5967,58,-0.011,1459,1318,sell
236,6028,-41,-0.038,1517,1379,buy
237,5983,113,-0.014,1476,1334,sell
238,6096,4,-0.261,1589,1447,sell
239,6100,152,-0.265,1593,1451,sell
240,6253,-105,-0.33,1745,1604,buy
241,6143,-102,-0.024,1640,1494,buy
242,6038,63,-0.015,1538,1389,sell
243,6108,25,-0.053,1601,1459,sell
244,6135,-6,-0.281,1626,1486,buy
245,6121,24,-0.022,1620,1472,sell
246,6149,-20,-0.042,1644,1500,buy
247,6121,99,-0.022,1624,1472,sell
248,6222,-24,-0.311,1723,1573,buy
249,6198,-56,-0.029,1699,1549,buy
250,6135,-28,-0.023,1643,1486,buy
251,6100,-39,-0.02,1615,1451,buy
252,6051,99,-0.016,1576,1402,sell
253,6151,-58,-0.283,1675,1502,buy
254,6093,-33,-0.019,1617,1444,buy
255,6051,121,-0.016,1584,1402,sell
256,6175,-26,-0.291,1705,1526,buy
257,6145,75,-0.024,1679,1496,sell
258,6222,5,-0.311,1754,1573,sell
259,6231,-132,-0.317,1759,1582,buy
260,6093,-31,-0.019,1627,1444,buy
261,6051,-53,-0.016,1596,1402,buy
262,5992,35,-0.012,1543,1343,sell
263,6034,79,-0.035,1578,1385,sell
264,6113,-35,-0.272,1657,1464,buy
265,6076,-5,-0.018,1622,1427,buy
266,6067,-34,-0.017,1617,1418,buy
267,6021,-74,-0.014,1583,1372,buy
268,5938,-88,-0.008,1509,1289,buy
269,5841,-50,-0.001,1421,1192,buy
270,5783,-44,0.002,1371,1134,buy
271,5731,-39,0.005,1327,1082,buy
272,5679,55,0.009,1288,1030,sell
273,5736,1,-0.004,1343,1087,sell
274,5747,-5,-0.005,1344,1098,buy
275,5738,-70,-0.002,1339,1089,buy
276,5668,67,0.01,1269,1019,sell
277,5740,42,-0.005,1336,1091,sell
278,5785,-69,-0.015,1378,1136,buy
279,5715,94,0.002,1309,1066,sell
280,5812,-121,-0.022,1403,1163,buy
281,5686,-90,0.007,1282,1037,buy
282,5581,156,0.016,1192,932,sell
283,5749,97,-0.019,1348,1100,sell
284,5851,-24,-0.175,1445,1202,buy
285,5822,-29,-0.008,1421,1173,buy
286,5793,113,-0.004,1392,1144,sell
287,5908,36,-0.045,1505,1259,sell
288,5945,136,-0.218,1541,1296,sell
289,6081,-130,-0.266,1677,1432,buy
290,5947,-12,-0.011,1547,1298,buy
291,5926,14,-0.009,1535,1277,sell
292,5940,103,-0.018,1549,1291,sell
293,6043,-5,-0.071,1652,1394,buy
294,6036,-33,-0.051,1647,1387,buy
295,6001,-106,-0.033,1614,1352,buy
296,5888,-74,-0.006,1508,1239,buy
297,5804,65,4.86E-17,1434,1155,sell
298,5869,24,-0.019,1499,1220,sell
299,5899,101,-0.028,1523,1250,sell
300,6001,176,-0.23,1624,1352,sell
301,6177,49,-0.302,1800,1528,sell
302,6226,-162,-0.323,1849,1577,buy
303,6057,-101,-0.017,1687,1408,buy
304,5950,1,-0.01,1586,1301,sell
305,5951,-11,-0.013,1587,1302,buy
306,5938,96,-0.009,1576,1289,sell
307,6034,217,-0.048,1672,1385,sell
308,6253,55,-0.33,1889,1604,sell
309,6312,-96,-0.346,1944,1663,buy
310,6208,-105,-0.028,1848,1559,buy
311,6100,-55,-0.018,1743,1451,buy
312,6039,-44,-0.014,1688,1390,buy
313,5983,-114,-0.011,1644,1334,buy
314,5862,38,-0.002,1530,1213,sell
315,5900,-3,-0.017,1568,1251,buy
316,5897,-91,-0.013,1565,1248,buy
317,5805,14,0.001,1474,1156,sell
318,5820,-116,-0.003,1488,1171,buy
319,5695,66,0.008,1372,1046,sell
320,5761,-9,-0.006,1438,1112,buy
321,5750,113,-0.002,1429,1101,sell
322,5864,-86,-0.036,1542,1215,buy
323,5776,67,-0.002,1456,1127,sell
324,5854,-143,-0.028,1523,1205,buy
325,5704,-4,0.005,1380,1055,buy
326,5695,16,0.008,1376,1046,sell
327,5711,-34,0.002,1392,1062,buy
328,5668,-34,0.01,1358,1019,buy
329,5630,-144,0.013,1324,981,buy
330,5481,87,0.023,1180,832,sell
331,5576,-33,-0.002,1267,927,buy
332,5541,-34,0.006,1234,892,buy
333,5504,-65,0.015,1200,855,buy
334,5427,163,0.027,1135,778,sell
335,5590,56,-0.011,1298,941,sell
336,5652,-27,-0.023,1354,1003,buy
337,5624,15,-0.008,1327,975,sell
338,5639,-149,-0.017,1342,990,buy
339,5489,27,0.014,1193,840,sell
340,5519,106,0.002,1220,870,sell
341,5627,-71,-0.015,1326,978,buy
342,5552,170,0.003,1255,903,sell
343,5722,-21,-0.139,1425,1073,buy
344,5691,104,-0.008,1404,1042,sell
345,5797,-95,-0.053,1508,1148,buy
346,5700,-86,-0.011,1413,1051,buy
347,5611,-15,0.002,1327,962,buy
348,5588,16,0.004,1312,939,sell
349,5608,68,-0.001,1328,959,sell
350,5677,103,-0.017,1396,1028,sell
351,5780,-36,-0.058,1499,1131,buy
352,5738,-8,-0.026,1463,1089,buy
353,5724,-32,-0.017,1455,1075,buy
354,5678,-81,-0.011,1423,1029,buy
355,5588,-19,0.004,1342,939,buy
356,5567,-113,0.008,1323,918,buy
357,5453,75,0.023,1210,804,sell
358,5530,-22,4.86E-17,1285,881,buy
359,5506,69,0.006,1263,857,sell
360,5577,-110,-0.006,1332,928,buy
361,5460,-16,0.02,1222,811,buy
362,5435,27,0.025,1206,786,sell
363,5469,20,0.008,1233,820,sell
364,5490,33,0.004,1253,841,sell
365,5533,98,-0.001,1286,884,sell
366,5643,-46,-0.019,1384,994,buy
367,5596,73,-0.002,1338,947,sell
368,5671,27,-0.034,1411,1022,sell
369,5699,45,-0.043,1438,1050,sell
370,5745,-45,-0.149,1483,1096,buy
371,5694,9,-0.003,1438,1045,sell
372,5703,3,-0.007,1447,1054,sell
373,5706,85,-0.009,1450,1057,sell
374,5791,-59,-0.038,1535,1142,buy
375,5730,119,-0.011,1476,1081,sell
376,5849,-69,-0.192,1595,1200,buy
377,5771,-2,-0.004,1526,1122,buy
378,5764,81,-0.003,1524,1115,sell
379,5847,81,-0.035,1605,1198,sell
380,5931,229,-0.221,1686,1282,sell
381,6160,46,-0.301,1915,1511,sell
382,6208,-66,-0.316,1961,1559,buy
383,6138,177,-0.026,1895,1489,sell
384,6316,23,-0.347,2072,1667,sell
385,6340,-19,-0.355,2095,1691,buy
386,6317,-49,-0.037,2076,1668,buy
387,6262,78,-0.032,2027,1613,sell
388,6340,63,-0.355,2105,1691,sell
389,6404,-82,-0.379,2168,1755,buy
390,6321,-17,-0.036,2086,1672,buy
391,6296,-186,-0.034,2069,1647,buy
392,6102,3,-0.018,1883,1453,sell
393,6105,-134,-0.025,1886,1456,buy
394,5960,-67,-0.009,1752,1311,buy
395,5880,3,-0.003,1685,1231,sell
396,5884,166,-0.005,1688,1235,sell
397,6050,53,-0.242,1854,1401,sell
398,6103,79,-0.264,1907,1454,sell
399,6182,52,-0.293,1986,1533,sell
400,6235,26,-0.317,2038,1586,sell
401,6266,-49,-0.334,2064,1617,buy
402,6215,156,-0.03,2015,1566,sell
403,6371,-66,-0.366,2171,1722,buy
404,6296,57,-0.034,2105,1647,sell
405,6353,256,-0.356,2162,1704,sell
406,6611,-39,-0.475,2418,1962,buy
407,6563,-78,-0.057,2379,1914,buy
408,6481,-17,-0.05,2301,1832,buy
409,6455,-9,-0.047,2284,1806,buy
410,6441,95,-0.046,2275,1792,sell
411,6536,-55,-0.435,2370,1887,buy
412,6481,-32,-0.05,2315,1832,buy
413,6441,-67,-0.046,2283,1792,buy
414,6372,6,-0.04,2216,1723,sell
415,6378,21,-0.057,2222,1729,sell
416,6402,-31,-0.378,2243,1753,buy
417,6366,48,-0.039,2212,1717,sell
418,6414,94,-0.384,2260,1765,sell
419,6509,29,-0.423,2354,1860,sell
420,6539,-118,-0.436,2383,1890,buy
421,6414,-52,-0.043,2265,1765,buy
422,6352,14,-0.038,2213,1703,sell
423,6366,42,-0.064,2227,1717,sell
424,6408,-23,-0.38,2269,1759,buy
425,6385,-60,-0.041,2246,1736,buy
426,6321,103,-0.036,2186,1672,sell
427,6428,-30,-0.388,2289,1779,buy
428,6385,-135,-0.041,2259,1736,buy
429,6249,16,-0.03,2124,1600,sell
430,6270,-21,-0.053,2140,1621,buy
431,6249,97,-0.03,2119,1600,sell
432,6346,36,-0.355,2216,1697,sell
433,6382,76,-0.371,2252,1733,sell
434,6458,-221,-0.401,2328,1809,buy
435,6236,-10,-0.029,2107,1587,buy
436,6224,112,-0.028,2097,1575,sell
437,6340,-21,-0.351,2209,1691,buy
438,6311,184,-0.036,2188,1662,sell
439,6496,-54,-0.418,2372,1847,buy
440,6441,128,-0.046,2318,1792,sell
441,6573,54,-0.453,2446,1924,sell
442,6630,44,-0.487,2500,1981,sell
443,6674,-22,-0.518,2544,2025,buy
444,6650,-1,-0.066,2522,2001,buy
445,6639,78,-0.065,2521,1990,sell
446,6718,19,-0.55,2599,2069,sell
447,6737,-29,-0.566,2618,2088,buy
448,6700,-103,-0.071,2589,2051,buy
449,6595,61,-0.06,2486,1946,sell
450,6656,95,-0.508,2547,2007,sell
451,6751,-206,-0.584,2642,2102,buy
452,6541,14,-0.055,2436,1892,sell
453,6557,-43,-0.445,2450,1908,buy
454,6505,47,-0.052,2407,1856,sell
455,6553,-61,-0.443,2454,1904,buy
456,6491,-127,-0.051,2393,1842,buy
457,6352,-40,-0.038,2266,1703,buy
458,6309,201,-0.035,2226,1660,sell
459,6510,100,-0.424,2427,1861,sell
460,6611,-2,-0.475,2527,1962,buy
461,6606,-57,-0.061,2525,1957,buy
462,6549,13,-0.056,2468,1900,sell
463,6562,-96,-0.448,2481,1913,buy
464,6455,-95,-0.047,2385,1806,buy
465,6352,78,-0.038,2290,1703,sell
466,6431,-32,-0.389,2368,1782,buy
467,6399,84,-0.042,2336,1750,sell
468,6486,-17,-0.413,2420,1837,buy
469,6469,-49,-0.048,2403,1820,buy
470,6414,-15,-0.043,2354,1765,buy
471,6399,-135,-0.042,2339,1750,buy
472,6259,-1,-0.031,2204,1610,buy
473,6249,37,-0.03,2203,1600,sell
474,6293,64,-0.071,2240,1644,sell
475,6357,48,-0.36,2304,1708,sell
476,6408,70,-0.38,2352,1759,sell
477,6481,-17,-0.412,2422,1832,buy
478,6455,-7,-0.047,2405,1806,buy
479,6441,-7,-0.046,2398,1792,buy
480,6426,19,-0.044,2391,1777,sell
481,6448,32,-0.395,2410,1799,sell
482,6481,-54,-0.412,2442,1832,buy
483,6426,19,-0.044,2388,1777,sell
484,6448,65,-0.395,2407,1799,sell
485,6513,-13,-0.427,2472,1864,buy
486,6491,-101,-0.051,2459,1842,buy
487,6385,-29,-0.041,2358,1736,buy
488,6352,-7,-0.038,2329,1703,buy
489,6333,26,-0.037,2322,1684,sell
490,6359,-22,-0.066,2348,1710,buy
491,6333,-127,-0.037,2326,1684,buy
492,6206,-79,-0.027,2199,1557,buy
493,6126,-168,-0.02,2120,1477,buy
494,5948,12,-0.008,1952,1299,sell
495,5960,-9,-0.016,1964,1311,buy
496,5948,-120,-0.008,1955,1299,buy
497,5826,34,1.04E-16,1835,1177,sell
498,5862,82,-0.011,1869,1213,sell
499,5953,98,-0.038,1951,1304,sell
500,6052,-71,-0.25,2049,1403,buy
501,5976,-182,-0.012,1978,1327,buy
502,5783,-45,0.002,1796,1134,buy
503,5731,-60,0.005,1751,1082,buy
504,5668,-55,0.01,1691,1019,buy
505,5610,33,0.014,1636,961,sell
506,5647,-4,0.001,1669,998,buy
507,5643,8,0.003,1665,994,sell
508,5658,-37,1.04E-16,1673,1009,buy
509,5619,95,0.011,1636,970,sell
510,5714,-277,-0.01,1731,1065,buy
511,5427,21,0.027,1454,778,sell
512,5452,-70,0.013,1475,803,buy
513,5379,44,0.031,1405,730,sell
514,5425,52,0.008,1449,776,sell
515,5492,104,-0.001,1501,843,sell
516,5605,110,-0.019,1605,956,sell
517,5716,-166,-0.145,1715,1067,buy
518,5542,-6,0.01,1549,893,buy
519,5536,-65,0.012,1543,887,buy
520,5467,84,0.02,1478,818,sell
521,5557,103,-0.002,1562,908,sell
522,5667,110,-0.024,1665,1018,sell
523,5778,228,-0.172,1775,1129,sell
524,6006,76,-0.25,2003,1357,sell
525,6084,150,-0.276,2079,1435,sell
526,6235,-46,-0.325,2229,1586,buy
527,6180,-75,-0.028,2183,1531,buy
528,6103,49,-0.021,2108,1454,sell
529,6158,-13,-0.059,2157,1509,buy
530,6143,-71,-0.037,2144,1494,buy
531,6072,-35,-0.018,2073,1423,buy
532,6032,39,-0.015,2038,1383,sell
533,6074,90,-0.039,2077,1425,sell
534,6164,-211,-0.29,2167,1515,buy
535,5952,-57,-0.01,1956,1303,buy
536,5883,29,-0.004,1899,1234,sell
537,5915,-7,-0.018,1928,1266,buy
538,5908,4,-0.012,1921,1259,sell
539,5914,-8,-0.017,1925,1265,buy
540,5905,88,-0.01,1917,1256,sell
541,5998,-10,-0.045,2005,1349,buy
542,5988,-10,-0.028,1995,1339,buy
543,5978,51,-0.025,1985,1329,sell
544,6031,-54,-0.234,2036,1382,buy
545,5976,104,-0.012,1982,1327,sell
546,6080,85,-0.077,2086,1431,sell
547,6167,55,-0.291,2171,1518,sell
548,6223,17,-0.317,2226,1574,sell
549,6242,118,-0.326,2243,1593,sell
550,6360,6,-0.362,2361,1711,sell
551,6366,-44,-0.364,2367,1717,buy
552,6319,-43,-0.036,2323,1670,buy
553,6272,9,-0.032,2280,1623,sell
554,6282,-29,-0.052,2289,1633,buy
555,6249,-106,-0.03,2260,1600,buy
556,6137,-20,-0.021,2154,1488,buy
557,6117,-237,-0.019,2134,1468,buy
558,5880,48,-0.003,1897,1231,sell
559,5932,154,-0.023,1945,1283,sell
560,6089,19,-0.258,2099,1440,sell
561,6108,62,-0.267,2118,1459,sell
562,6174,-67,-0.29,2180,1525,buy
563,6104,105,-0.02,2113,1455,sell
564,6210,18,-0.305,2218,1561,sell
565,6228,63,-0.312,2236,1579,sell
566,6292,-130,-0.342,2299,1643,buy
567,6159,23,-0.024,2169,1510,sell
568,6182,-24,-0.048,2192,1533,buy
569,6151,37,-0.023,2168,1502,sell
570,6189,-51,-0.058,2205,1540,buy
571,6135,-106,-0.022,2154,1486,buy
572,6018,-3,-0.013,2048,1369,buy
573,6008,31,-0.012,2045,1359,sell
574,6042,4,-0.032,2076,1393,sell
575,6050,49,-0.035,2080,1401,sell
576,6103,145,-0.059,2129,1454,sell
577,6248,-177,-0.32,2274,1599,buy
578,6067,125,-0.016,2097,1418,sell
579,6194,31,-0.292,2222,1545,sell
580,6225,-57,-0.306,2253,1576,buy
581,6161,-16,-0.024,2196,1512,buy
582,6137,22,-0.022,2180,1488,sell
583,6159,-93,-0.039,2202,1510,buy
584,6054,-131,-0.015,2109,1405,buy
585,5918,-27,-0.006,1978,1269,buy
586,5880,-23,-0.003,1951,1231,buy
587,5843,45,-0.001,1928,1194,sell
588,5891,-101,-0.017,1973,1242,buy
589,5783,-77,0.002,1872,1134,buy
590,5695,-22,0.008,1795,1046,buy
591,5668,-107,0.01,1773,1019,buy
592,5553,28,0.018,1666,904,sell
593,5587,-32,0.004,1694,938,buy
594,5553,28,0.018,1662,904,sell
595,5587,-67,0.004,1690,938,buy
596,5504,44,0.021,1623,855,sell
597,5548,-25,0.004,1667,899,buy
598,5522,-69,0.015,1642,873,buy
599,5453,82,0.025,1573,804,sell
600,5536,145,1.04E-16,1655,887,sell
601,5683,-98,-0.031,1800,1034,buy
602,5585,209,1.04E-16,1702,936,sell
603,5799,15,-0.169,1911,1150,sell
604,5815,-14,-0.175,1926,1166,buy
605,5798,39,-0.009,1912,1149,sell
606,5838,-160,-0.028,1951,1189,buy
607,5677,-35,0.002,1791,1028,buy
608,5641,-82,0.005,1756,992,buy
609,5545,-68,0.016,1674,896,buy
610,5475,-27,0.023,1606,826,buy
611,5444,-152,0.026,1579,795,buy
612,5279,62,0.039,1427,630,sell
613,5341,-69,0.01,1489,692,buy
614,5268,-36,0.04,1420,619,buy
615,5227,170,0.043,1384,578,sell
616,5399,26,-0.004,1554,750,sell
617,5428,86,-0.012,1580,779,sell
618,5519,-96,-0.043,1666,870,buy
619,5423,131,-0.008,1570,774,sell
620,5554,204,-0.094,1701,905,sell
621,5763,12,-0.179,1905,1114,sell
622,5775,50,-0.184,1917,1126,sell
623,5825,38,-0.199,1967,1176,sell
624,5864,96,-0.214,2005,1215,sell
625,5962,51,-0.24,2101,1313,sell
626,6018,-46,-0.256,2152,1369,buy
627,5964,-2,-0.015,2106,1315,buy
628,5945,71,-0.014,2104,1296,sell
629,6019,42,-0.052,2175,1370,sell
630,6064,-4,-0.274,2217,1415,buy
631,6059,-12,-0.022,2213,1410,buy
632,6040,98,-0.02,2201,1391,sell
633,6138,40,-0.296,2299,1489,sell
634,6180,29,-0.307,2339,1531,sell
635,6213,22,-0.317,2368,1564,sell
636,6235,62,-0.325,2390,1586,sell
637,6298,-22,-0.343,2452,1649,buy
638,6268,61,-0.034,2430,1619,sell
639,6330,32,-0.351,2491,1681,sell
640,6362,-69,-0.363,2523,1713,buy
641,6284,-130,-0.033,2454,1635,buy
642,6149,2,-0.022,2324,1500,sell
643,6152,89,-0.028,2326,1503,sell
644,6241,152,-0.308,2415,1592,sell
645,6396,-47,-0.376,2567,1747,buy
646,6333,-35,-0.037,2520,1684,buy
647,6296,69,-0.034,2485,1647,sell
648,6366,-34,-0.364,2554,1717,buy
649,6329,-4,-0.037,2520,1680,buy
650,6319,-57,-0.036,2516,1670,buy
651,6259,37,-0.031,2459,1610,sell
652,6297,-56,-0.066,2496,1648,buy
653,6236,10,-0.029,2440,1587,sell
654,6246,14,-0.049,2450,1597,sell
655,6261,-28,-0.058,2464,1612,buy
656,6224,-102,-0.028,2436,1575,buy
657,6117,152,-0.019,2334,1468,sell
658,6272,-50,-0.326,2486,1623,buy
659,6222,-2,-0.029,2436,1573,buy
660,6212,61,-0.028,2434,1563,sell
661,6275,-112,-0.327,2495,1626,buy
662,6161,-67,-0.023,2383,1512,buy
663,6089,-81,-0.017,2316,1440,buy
664,6008,-8,-0.012,2235,1359,buy
665,5983,6,-0.011,2227,1334,sell
666,5991,56,-0.017,2233,1342,sell
667,6048,11,-0.039,2289,1399,sell
668,6068,-19,-0.043,2300,1419,buy
669,6048,80,-0.026,2281,1399,sell
670,6128,-5,-0.271,2361,1479,buy
671,6119,-31,-0.021,2356,1470,buy
672,6079,-92,-0.017,2325,1430,buy
673,5983,-40,-0.011,2233,1334,buy
674,5938,25,-0.007,2193,1289,sell
675,5966,134,-0.023,2218,1317,sell
